0.09, 69
0.17, 83
0.27, 77
0.4, 95
0.9, 117
1.3, 168
1.43, 177
1.53, 140
1.75, 202
0.48, 97
0.88, 90
0.1791, 75
0.1993, 75
0.3519, 83
0.5929, 104
0.6797, 92
0.7812, 105
0.8754, 125
1.037, 154
0.07, 69
0.12, 68.6
0.2, 72.9
0.28, 88.8
1.363, 160
1.965, 186.5
0.3802, 83
0.4004, 77
0.4247, 87.1
0.44497, 92.8
0.4783, 80.9
0.47, 89
