,h0,omega_m
108,69.43574,0.29225266
109,69.82732,0.28178436
110,72.174774,0.28772604
111,76.4689,0.30038106
112,72.33245,0.29826245
113,72.73697,0.27775303
114,68.171715,0.2856559
115,72.01151,0.28687498
116,71.772766,0.2923878
117,72.77045,0.28034803
118,73.74903,0.30500978
119,70.81438,0.30345857
120,70.816574,0.29259413
121,72.406136,0.27762896
122,71.44292,0.28221083
123,74.10362,0.27877438
124,75.05529,0.2958478
125,71.58701,0.28600746
126,67.944534,0.28417662
127,74.59493,0.307794
128,72.35679,0.28531593
129,70.84611,0.28595337
130,69.06325,0.28549883
131,70.0,0.2935395
132,77.991394,0.32001266
133,70.116554,0.28317922
134,69.0908,0.2950699
135,72.10268,0.28850663
136,66.65011,0.2890217
137,69.62321,0.30309537
138,68.80019,0.2845587
139,73.07901,0.2927929
140,76.603294,0.30576006
141,70.89356,0.31459564
142,71.35085,0.29063183
143,73.98794,0.29002616
144,68.30207,0.27680495
145,73.57145,0.29300186
146,68.67041,0.29418358
147,70.06414,0.29404238
148,69.15363,0.2960418
149,73.554344,0.2960149
150,75.73993,0.3119781
151,70.44259,0.3061405
152,70.64522,0.2898527
153,71.52767,0.29458022
154,69.462845,0.28312773
155,71.93292,0.29856136
156,72.11392,0.29570377
157,71.76093,0.30032074
158,67.2114,0.29274508
159,72.50343,0.26657957
160,70.5924,0.29773355
161,65.8101,0.29387236
162,71.660355,0.27572927
163,67.951546,0.30342284
164,72.99378,0.28106925
165,74.202515,0.30199516
166,70.38105,0.2811057
167,68.2876,0.30255568
168,70.332855,0.3071117
169,68.63785,0.29134893
170,69.19989,0.27728188
171,71.92094,0.28137448
172,68.814644,0.2834028
173,72.01439,0.29271185
174,71.20382,0.30199245
175,68.20634,0.2922894
176,71.48801,0.27920657
177,71.785576,0.28152716
178,67.46946,0.2841733
179,74.61085,0.27649164
180,68.324,0.2757739
181,71.04379,0.29765216
182,71.28891,0.29133928
183,71.88606,0.28195256
184,71.54615,0.29303375
185,71.4538,0.28809905
186,70.03368,0.27574128
187,70.38392,0.28383347
188,73.84403,0.30123213
189,70.509056,0.29728276
190,67.91108,0.27672467
191,68.92454,0.2871703
192,68.24625,0.27274358
193,72.206825,0.26700795
194,68.56757,0.29796228
195,71.85807,0.2830244
196,70.326294,0.3082723
197,70.256195,0.29464597
198,66.4834,0.30374485
199,66.645386,0.3053912
200,78.14231,0.30215666
201,73.66639,0.2837716
202,76.80522,0.31246385
203,71.15034,0.2947404
204,69.523895,0.28781518
205,65.88063,0.27575535
206,65.34649,0.2868975
207,69.74293,0.27592713
208,70.47962,0.2805582
209,66.58129,0.2759463
210,73.95959,0.29869744
211,65.81467,0.2940555
212,70.777245,0.28468508
213,69.028114,0.2702041
214,68.30266,0.30090612
215,69.844536,0.29030976
216,71.263565,0.30153272
217,75.153435,0.28790063
218,72.65921,0.29690945
219,72.59156,0.27066946
220,73.36123,0.29943678
221,73.175835,0.2807442
222,73.5524,0.27973223
223,72.531815,0.30849203
224,69.37484,0.2850003
225,71.71269,0.27342764
226,71.34419,0.27920437
227,68.24724,0.2809145
228,69.442696,0.29494026
229,69.68515,0.27306858
230,74.96145,0.27996632
231,70.137024,0.2792895
232,67.78087,0.29394123
233,69.44238,0.2888434
234,72.93974,0.2750539
235,69.30897,0.29364717
236,74.65699,0.29306802
237,66.11393,0.28992108
238,71.85121,0.29281393
239,71.96781,0.29739198
240,64.67853,0.2741874
241,71.531075,0.26983845
242,71.118,0.27887198
243,71.930954,0.2873876
244,65.398705,0.30558288
245,71.40381,0.29338726
246,69.19168,0.30848166
247,71.59806,0.27794015
248,69.022285,0.27597997
249,68.47319,0.28909925
250,72.1867,0.3056755
251,71.010216,0.28392008
252,72.686485,0.2964853
253,69.27859,0.27914137
254,72.643295,0.2961687
255,72.590096,0.28655908
256,69.300995,0.2878509
257,72.17501,0.30636042
258,69.625046,0.30110538
259,72.83598,0.27590147
260,73.04423,0.2964159
261,74.719345,0.30067563
262,72.88948,0.28411937
263,72.69919,0.287197
264,69.77556,0.29254243
265,67.18589,0.28141475
266,69.31998,0.2931622
267,73.18105,0.31229132
268,71.766815,0.29678866
269,72.145935,0.29659748
270,69.473564,0.30598003
271,69.15846,0.27193418
272,76.17682,0.2859547
273,75.144196,0.30392468
274,70.47325,0.29603562
275,75.27985,0.28969735
276,70.43723,0.31138155
277,69.48368,0.30258447
278,71.09674,0.27277294
279,72.80058,0.2897639
280,71.608475,0.30595025
281,70.387,0.29409608
282,69.31186,0.2912604
283,72.642136,0.29006293
284,72.60026,0.27888954
285,67.75644,0.30071926
286,71.88674,0.28243247
287,67.265724,0.28796825
288,75.508,0.31243986
289,73.17138,0.28561622
290,71.64323,0.29342642
291,69.822266,0.30599883
292,71.71057,0.28849465
293,69.45354,0.3102652
294,70.45879,0.28149718
295,72.292435,0.30111328
296,71.59493,0.29225817
297,70.952995,0.29757833
298,71.37899,0.28484195
299,70.36472,0.2863336
300,72.137856,0.29265463
301,68.325096,0.29011148
302,67.1588,0.30055538
303,75.42355,0.28763518
304,67.41133,0.30219018
305,68.43877,0.2883777
306,68.70948,0.28106967
307,73.64583,0.30643365
308,66.247345,0.30363235
309,70.921844,0.2846885
310,69.76942,0.27705768
311,73.16628,0.2807437
312,72.171555,0.2981459
313,68.27429,0.2808796
314,70.201614,0.2807608
315,66.83899,0.28787866
316,72.15369,0.31634453
317,73.77381,0.3052123
318,74.01708,0.29769883
319,69.7454,0.28177577
320,68.04457,0.29236403
321,70.49879,0.30221736
322,69.42143,0.29854557
323,72.86312,0.27131945
324,77.18025,0.29124615
325,75.077484,0.28572077
326,72.5623,0.30474007
327,72.75275,0.30715057
328,68.822754,0.28630632
329,76.56036,0.29238245
330,68.304146,0.28646803
331,71.09695,0.2630255
332,67.92299,0.28657958
333,73.48474,0.26509053
334,66.9308,0.2720712
335,73.28118,0.28713095
336,74.04141,0.2890145
337,70.62104,0.3026965
338,70.52232,0.29520124
339,72.34197,0.29772976
340,74.75321,0.29866242
341,72.71316,0.26886752
342,72.524864,0.27826306
343,71.376884,0.29578093
344,68.80581,0.28932795
345,72.71174,0.2945778
346,73.431946,0.2898611
347,69.60144,0.27199164
348,69.21621,0.29453287
349,71.07758,0.29155225
350,65.925865,0.2986712
351,68.84433,0.288594
352,64.61503,0.28497824
353,71.81435,0.28395748
354,70.49394,0.28286597
355,75.435814,0.30427614
356,68.89687,0.30604523
357,75.34685,0.30225277
358,69.86799,0.26965082
359,69.69506,0.27881405
360,76.782555,0.29396164
361,69.81365,0.285312
362,70.92377,0.30094057
363,72.39993,0.28359088
364,75.9182,0.2863111
365,74.86254,0.28753182
366,70.87818,0.31281015
367,76.49822,0.29480183
368,71.39254,0.27330843
369,70.01859,0.29956502
370,68.453255,0.3123442
371,74.22985,0.29100284
372,68.848694,0.29478374
373,68.4398,0.31238526
374,69.20569,0.2826096
375,75.38436,0.27500927
376,71.05431,0.29403463
377,73.23594,0.3032709
378,74.19959,0.289047
379,71.31837,0.29717097
380,70.56516,0.29306024
381,69.277725,0.29150033
382,69.94389,0.31542632
383,74.26329,0.30224863
384,68.99105,0.27532524
385,69.34529,0.29764244
386,71.493164,0.3146501
387,68.3556,0.30125275
388,65.93803,0.2783955
389,73.10745,0.29842713
390,69.44257,0.29620227
391,70.483475,0.2988742
392,72.22169,0.29509068
393,72.96896,0.26642862
394,74.374344,0.29533887
395,72.1456,0.31333834
396,70.28009,0.28845966
397,72.95177,0.29123554
398,74.259796,0.2808412
399,68.24864,0.27885675
400,74.34298,0.30079553
401,73.29957,0.2754745
402,69.142136,0.27549067
403,69.39856,0.2756311
404,74.21732,0.2958112
405,71.66748,0.29010805
406,67.940994,0.29960635
407,72.88405,0.28292048
408,74.59028,0.30575964
409,72.767334,0.28686595
410,73.360176,0.30046624
411,70.98472,0.29237208
412,68.65929,0.28143847
413,70.59947,0.2970555
414,71.40353,0.30226508
415,69.93088,0.29806063
416,72.96686,0.29319206
417,72.3981,0.28835323
418,71.00305,0.30420983
419,73.930435,0.3034647
420,71.95588,0.29389673
421,70.84097,0.31809855
422,64.87473,0.2969898
423,74.332344,0.2882147
424,69.54365,0.29191324
425,67.64563,0.29039404
426,70.123276,0.27661216
427,71.007324,0.27947474
428,70.07762,0.30235752
429,70.8,0.28304368
430,70.44065,0.28725567
431,73.236244,0.27449417
432,72.65467,0.3160981
433,71.13371,0.2926605
434,72.13387,0.29460642
435,72.79236,0.30707324
436,72.77216,0.28029206
437,72.92283,0.2753104
438,66.070404,0.28795362
439,67.61638,0.28206956
440,72.37673,0.28012896
441,70.278824,0.28311983
442,70.6503,0.29719722
443,70.96312,0.31571537
444,70.8274,0.30394804
445,72.50458,0.28934687
446,69.57495,0.28662273
447,69.677,0.29534265
448,77.44612,0.28552336
449,75.31442,0.29155394
450,74.78035,0.29954284
451,72.31489,0.2848417
452,69.52427,0.28972405
453,73.13945,0.3011965
454,74.037506,0.29750648
455,77.70191,0.30285266
456,72.895874,0.2783487
457,67.59426,0.27755168
458,68.23062,0.30412525
459,71.13214,0.30831197
460,69.16531,0.28386387
461,74.77173,0.30724594
462,66.47658,0.28667828
463,73.73547,0.28447843
464,69.15584,0.29258567
465,78.89104,0.27865496
466,70.2687,0.2995217
467,73.2196,0.29641274
468,77.50913,0.30016598
469,72.398125,0.28543395
470,70.699875,0.28810155
471,73.2183,0.28587505
472,71.22745,0.307182
473,69.86491,0.2865623
474,66.05534,0.29258654
475,69.70822,0.2826023
476,72.355225,0.3132383
477,71.29009,0.29937595
478,69.63127,0.28459838
479,73.37048,0.29666898
480,72.836296,0.3058802
481,70.66986,0.28909478
482,66.43988,0.27951688
483,75.13647,0.29090136
484,70.78863,0.2955673
485,73.10999,0.29033583
486,72.54568,0.29421273
487,67.67681,0.3061017
488,68.55185,0.29027587
489,69.10887,0.28272498
490,77.1562,0.2985143
491,72.743034,0.27310368
492,74.4608,0.2904123
493,69.71167,0.28667077
494,78.2187,0.29417422
495,72.510475,0.2775071
496,69.40576,0.2879546
497,71.950935,0.29151943
498,67.067856,0.2935503
499,67.93559,0.2916021
500,68.588715,0.2900854
501,78.70562,0.29347095
502,68.049706,0.31462365
503,74.26505,0.29042208
504,68.63098,0.28352448
505,70.44454,0.276007
506,75.641914,0.28724238
507,68.49616,0.3071958
508,69.76305,0.29250127
509,66.91344,0.29129392
510,77.07808,0.30274317
511,69.22894,0.27988958
512,68.13631,0.28239948
513,70.51889,0.2891289
514,68.32363,0.30159104
515,67.9296,0.2988776
516,73.56435,0.29765818
517,66.725525,0.27199328
518,68.32416,0.2843002
519,69.471985,0.30238336
520,70.87034,0.27049938
521,71.95638,0.31197423
522,73.68204,0.28713372
523,67.597595,0.2856143
524,76.721664,0.319366
525,72.76527,0.29291266
526,68.76473,0.28750372
527,69.278145,0.2929599
528,68.09195,0.27666432
529,75.827156,0.28272146
530,74.934395,0.27888414
531,71.44086,0.28059325
532,63.889454,0.2753457
533,80.06183,0.28386903
534,67.97658,0.29036707
535,73.71411,0.2900884
536,67.371414,0.29757485
537,76.73099,0.28228205
538,71.216255,0.28642237
539,70.18352,0.29959247
540,71.96174,0.30230978
541,63.279068,0.27532637
542,71.53202,0.2999073
543,68.21128,0.2909988
544,74.69073,0.29783762
545,78.69191,0.27931985
546,71.69895,0.2989305
547,70.69856,0.286988
548,69.9373,0.29148674
549,67.08873,0.2842097
550,71.48748,0.29130727
551,68.47289,0.29041258
552,71.307655,0.2858703
553,75.08083,0.2864447
554,66.86892,0.30299872
555,72.29739,0.29713705
556,69.148224,0.31114292
557,69.85359,0.29260355
558,73.40427,0.30005938
559,70.67027,0.30607033
560,70.3092,0.2786127
561,65.49689,0.28543267
562,69.33059,0.2852261
563,66.83003,0.2920904
564,71.29633,0.29360887
565,70.37302,0.29010457
566,75.935974,0.30625576
567,67.09663,0.26276305
568,73.742035,0.30599698
569,73.75137,0.2724857
570,68.969894,0.2790923
571,71.92952,0.27906343
572,68.214165,0.30145112
573,70.48084,0.2876374
574,68.754906,0.29547846
575,71.105385,0.30454165
576,72.27329,0.29166988
577,66.7093,0.30019757
578,69.69904,0.2906982
579,74.19349,0.29713747
580,68.81953,0.2971805
581,65.60839,0.28438064
582,69.31604,0.3004546
583,72.39597,0.3048158
584,72.74963,0.303253
585,76.03301,0.2904368
586,66.57644,0.28862187
587,71.527054,0.27147597
588,73.539536,0.30675423
589,67.631805,0.2895998
590,71.2607,0.28738087
591,71.928535,0.30464536
592,72.14519,0.29667273
593,71.42572,0.29498854
594,72.660835,0.28424504
595,72.87574,0.30491215
596,71.61875,0.2897015
597,71.73434,0.27418914
598,71.278595,0.2851929
599,70.50859,0.27915296
600,73.03819,0.2761869
601,69.2148,0.29807392
602,72.12673,0.28116086
603,69.83345,0.308886
604,74.82278,0.2976344
605,71.76087,0.30444503
606,70.84281,0.30772564
607,73.16241,0.30456924
608,67.25549,0.30091867
609,68.89523,0.28188598
610,70.85895,0.29520005
611,72.63603,0.29831544
612,72.692116,0.3049224
613,72.70977,0.28180167
614,68.50992,0.29559243
615,67.317604,0.29935023
616,69.263176,0.30345377
617,71.63778,0.2845104
618,72.589745,0.2825191
619,71.695946,0.29814228
620,67.9927,0.3044119
621,67.62598,0.30449137
622,70.92513,0.31971413
623,66.24245,0.2911607
624,68.91031,0.2926058
625,71.3898,0.27882552
626,72.69475,0.28570977
627,73.74103,0.2958977
628,71.73419,0.28535753
629,66.705444,0.3057564
630,75.52382,0.29405925
631,71.40739,0.2959572
632,72.10749,0.27121508
633,69.283325,0.2947635
634,71.13697,0.30993426
635,71.77655,0.31858888
636,77.11742,0.28821433
637,73.798164,0.2929008
638,72.797295,0.29683143
639,70.15317,0.28651014
640,71.55891,0.28576273
641,67.974686,0.2993307
642,73.41925,0.27833983
643,75.1586,0.31332594
644,68.621506,0.28562093
645,64.3088,0.30871093
646,68.01397,0.30264854
647,72.62289,0.27950746
648,69.17259,0.3038529
649,72.427826,0.29268634
650,69.418236,0.27557063
651,71.037315,0.278582
652,72.70334,0.27800626
653,71.21126,0.28334713
654,72.772835,0.28316325
655,69.54663,0.28939834
656,73.34486,0.2972122
657,70.19861,0.3008743
658,72.33504,0.29001027
659,70.220955,0.28995925
660,70.65694,0.28513968
661,73.47798,0.2943625
662,67.18975,0.26989245
663,66.14227,0.28754547
664,72.43589,0.28294456
665,69.732925,0.28001583
666,68.39462,0.27355623
667,68.130684,0.27780762
668,70.33129,0.28989416
669,71.23062,0.28150994
670,71.23954,0.28109866
671,71.88374,0.30246717
672,72.699486,0.28030315
673,71.07893,0.29843155
674,71.56881,0.28460824
675,68.50098,0.28431943
676,70.0886,0.29644614
677,68.15981,0.2950583
678,66.745834,0.28576392
679,72.65304,0.28309062
680,65.65747,0.2746418
681,71.667465,0.29563925
682,69.08412,0.29406
683,68.317566,0.29516268
684,68.07328,0.29902497
685,72.13929,0.30293903
686,66.569016,0.2907967
687,70.6766,0.2792996
688,69.20102,0.29160517
689,71.0939,0.28759474
690,73.62296,0.29976392
691,76.043686,0.288573
692,69.09024,0.27029264
693,68.97687,0.276156
694,72.81666,0.28121766
695,68.99415,0.28235376
696,70.409355,0.2972794
697,70.25343,0.30013382
698,72.43672,0.29340455
699,71.856544,0.2820836
700,65.55012,0.27942413
701,68.69456,0.26971528
702,70.52315,0.28455082
703,70.56122,0.2827878
704,70.44292,0.2856949
705,72.76279,0.2916278
706,69.27135,0.3065777
707,75.29828,0.3050576
708,69.07519,0.29324618
709,74.676834,0.27295274
710,68.070145,0.30731943
711,73.29844,0.29937205
712,72.29178,0.29146722
713,71.35154,0.30502892
714,75.39155,0.29297286
715,72.717964,0.2875302
716,70.74105,0.28651994
717,66.87791,0.2939557
718,72.72032,0.28841096
719,68.55393,0.28573874
720,66.57994,0.27981427
721,71.01238,0.2746594
722,69.47347,0.29584947
723,78.423134,0.31040415
724,69.26436,0.28052858
725,73.1057,0.29362425
726,72.20218,0.28037125
727,71.96039,0.27053457
728,71.46714,0.30682036
729,71.05588,0.30381152
730,73.05072,0.28494987
731,73.59105,0.3080468
732,69.47286,0.29769012
733,67.88621,0.2832011
734,70.82692,0.29745847
735,68.802635,0.28647354
736,72.023865,0.29677796
737,70.437805,0.27406865
738,68.55912,0.2810777
739,73.725494,0.30400622
740,77.13809,0.2962817
741,71.60849,0.27406505
742,68.21247,0.28967908
743,68.8309,0.2837559
744,69.72423,0.27892005
745,72.466995,0.31211978
746,71.89133,0.28932378
747,67.610344,0.29334643
748,76.84635,0.29672018
749,70.60231,0.31761515
750,69.38458,0.29010135
751,68.04468,0.2951015
752,68.02612,0.30221778
753,70.146675,0.2838119
754,67.3395,0.26584575
755,73.65996,0.29468971
756,70.662605,0.28868243
757,72.04529,0.30805343
758,69.55884,0.29493257
759,69.632416,0.276551
760,73.65015,0.29883534
761,73.58065,0.30272174
762,73.93463,0.29225257
763,62.7626,0.28313845
764,72.39719,0.30117366
765,72.37843,0.30478913
766,75.40037,0.2867801
767,75.34852,0.29357237
768,72.71374,0.26371655
769,72.92645,0.28976658
770,67.592255,0.28671372
771,71.10108,0.26776803
772,70.15089,0.2962434
773,69.77114,0.30424717
774,69.96699,0.29126644
775,72.91571,0.29684597
776,65.399734,0.28870568
777,72.503845,0.26329377
778,64.156685,0.2951211
779,69.79542,0.2959724
780,69.22328,0.29142365
781,64.82187,0.27177793
782,79.16892,0.31203136
783,72.48798,0.293941
784,73.832565,0.27802902
785,70.002144,0.31369153
786,68.185135,0.29288128
787,75.96197,0.31262
788,72.93578,0.2860788
789,69.11113,0.32365987
790,68.27539,0.2939177
791,77.615486,0.28795904
792,74.559906,0.28078923
793,71.90345,0.26450565
794,73.48736,0.2956564
795,68.93513,0.2852144
796,73.9535,0.277739
797,72.82269,0.2883792
798,66.3738,0.28684413
799,69.58377,0.29848784
800,68.87334,0.29937994
801,76.4713,0.28313634
802,74.31247,0.30295622
803,69.530235,0.29909903
804,73.23816,0.2928951
805,74.337265,0.30219924
806,67.09119,0.3020452
807,69.713295,0.29236355
808,73.30034,0.30352426
809,71.7368,0.30344543
810,71.72026,0.30103147
811,72.70663,0.30300415
812,68.48307,0.28078943
813,71.462265,0.30348212
814,69.33907,0.29091057
815,69.79898,0.30324778
816,66.32513,0.29671216
817,74.93268,0.30277452
818,70.355415,0.29762283
819,69.76176,0.27635613
820,75.992294,0.27646974
821,75.65209,0.29955006
822,73.15327,0.29576072
823,68.375305,0.28855065
824,70.08324,0.26401195
825,73.7265,0.29579958
826,72.06023,0.29397288
827,68.382,0.28903556
828,73.60338,0.28525266
829,70.22267,0.29303807
830,68.57148,0.30463004
831,72.88719,0.28598538
832,70.32656,0.2915437
833,72.47078,0.28908107
834,75.17054,0.289617
835,67.31988,0.29573524
836,66.90527,0.30310693
837,68.77247,0.29509124
838,77.98819,0.2970141
839,67.73829,0.3086433
840,72.55969,0.2959669
841,71.94026,0.30736646
842,73.121796,0.29111588
843,76.13579,0.29362908
844,71.613174,0.27316427
845,71.02909,0.29705527
846,69.708786,0.27791855
847,71.632835,0.27487302
848,67.58757,0.2811432
849,72.81745,0.2863573
850,69.24308,0.3061448
851,74.38327,0.29569936
852,67.71204,0.3008059
853,72.993614,0.303122
854,71.45797,0.2840388
855,71.247314,0.285727
856,71.80588,0.2946803
857,68.14172,0.29975274
858,71.03252,0.2726101
859,69.24209,0.28589046
860,70.91658,0.28062505
861,74.14729,0.28700894
862,69.89377,0.30238572
863,70.506065,0.3000037
864,72.77833,0.3044399
865,67.85546,0.29178733
866,68.47575,0.2995735
867,71.24143,0.2798345
868,70.49607,0.2633812
869,66.8418,0.3200294
870,65.587166,0.28509018
871,72.45925,0.30050263
872,72.60851,0.30263624
873,66.71765,0.2759046
874,69.29875,0.30497319
875,72.916115,0.2868687
876,74.867256,0.29249063
877,69.0172,0.29877633
878,76.075195,0.31588092
879,72.76654,0.28992617
880,72.87591,0.30367932
881,76.36614,0.30879673
882,75.71941,0.28393516
883,62.955376,0.2982236
884,71.791824,0.2928127
885,72.49247,0.28940192
886,71.30595,0.300171
887,73.07502,0.29720348
888,73.87322,0.3032355
889,74.74208,0.29245123
890,71.264725,0.27858633
891,70.248116,0.30359992
892,65.721085,0.28583992
893,63.963413,0.30770892
894,70.736595,0.2845683
895,67.57633,0.26397654
896,73.56915,0.2896943
897,68.4715,0.30857992
898,71.93366,0.30726013
899,70.59595,0.30318433
900,69.77964,0.3004771
901,68.76692,0.2936411
902,75.10636,0.28815395
903,71.734726,0.29249126
904,72.1503,0.28893635
905,67.04699,0.28189543
906,71.62185,0.27042922
907,70.70689,0.29911426
908,68.030624,0.29757282
909,70.28794,0.30524907
910,65.64314,0.26933965
911,66.63364,0.30535248
912,72.62809,0.27903908
913,70.834595,0.29263023
914,71.921295,0.3040255
915,70.75258,0.29714143
916,71.751335,0.29279593
917,67.59199,0.2905144
918,71.53601,0.29415488
919,71.81677,0.29005334
920,68.969986,0.28802988
921,71.88143,0.2964421
922,71.55761,0.28140315
923,71.83296,0.29519898
924,72.013885,0.2969692
925,70.4851,0.2878964
926,73.91652,0.27991694
927,66.005974,0.27469373
928,70.99564,0.27655694
929,72.27526,0.261499
930,67.33921,0.28537804
931,67.89018,0.28353274
932,68.20217,0.28371155
933,71.83823,0.30738357
934,74.00429,0.2952657
935,71.05941,0.3113492
936,73.88516,0.29150814
937,71.51411,0.28610632
938,70.6589,0.30797306
939,73.028244,0.30180755
940,69.84106,0.2864583
941,74.77326,0.28176206
942,70.28973,0.30849665
943,69.01112,0.29523408
944,73.503944,0.310112
945,74.78781,0.26210287
946,69.94917,0.3006077
947,68.64136,0.285806
948,72.48885,0.2979294
949,71.04292,0.29233006
950,69.04503,0.26714557
951,70.01623,0.29221454
952,72.032455,0.2876968
953,70.07744,0.28897902
954,71.53289,0.2734755
955,70.39239,0.28439933
956,69.58735,0.2904726
957,72.76759,0.28326613
958,69.040695,0.3019017
959,69.67065,0.29522282
960,66.297714,0.2984495
961,69.13306,0.2946182
962,70.74927,0.28688052
963,72.505684,0.31526864
964,73.86157,0.30075014
965,70.26992,0.27787036
966,68.04595,0.28635475
967,71.66266,0.28835556
968,68.23326,0.30238977
969,71.28738,0.29424492
970,73.11211,0.27586645
971,67.957596,0.29235187
972,74.08913,0.2881571
973,70.44621,0.28553835
974,68.36215,0.30028644
975,72.82835,0.280769
976,78.16342,0.2931425
977,74.40978,0.28077933
978,74.87105,0.29777762
979,69.53969,0.3096839
980,69.67713,0.30073485
981,73.53382,0.29135966
982,72.204544,0.29328096
983,71.84699,0.29496175
984,66.80603,0.29430768
985,74.42753,0.2966417
986,72.88421,0.28650257
987,74.31401,0.27808514
988,65.40011,0.31741142
989,66.894104,0.30011895
990,72.047356,0.30602986
991,72.04856,0.28110164
992,73.67378,0.28323475
993,70.28613,0.29189494
994,71.11406,0.2852182
995,69.344765,0.29584354
996,70.19669,0.28325987
997,64.6982,0.30106524
998,70.53598,0.28501245
999,70.77313,0.27488142
1000,70.1127,0.2864067
1001,68.04537,0.29417634
1002,67.71087,0.28897196
1003,74.1489,0.27121416
1004,72.28252,0.3060671
1005,72.28035,0.2866734
1006,75.3836,0.28518552
1007,66.60043,0.28585848
1008,67.36289,0.27692488
1009,70.81144,0.29134536
1010,74.98935,0.3055034
1011,72.59005,0.30267102
1012,64.47202,0.27852413
1013,73.832596,0.29839092
1014,70.388336,0.2911689
1015,65.07363,0.28302905
1016,69.96882,0.31145513
1017,68.84335,0.29656875
1018,72.35004,0.30471298
1019,71.13892,0.2826254
1020,70.60789,0.28781423
1021,67.96381,0.29559162
1022,68.63566,0.3116094
1023,68.77649,0.2791629
1024,67.11904,0.29639104
1025,72.01373,0.2898248
1026,68.88366,0.2892822
1027,72.44212,0.27530566
1028,73.325066,0.27364942
1029,65.26504,0.29192412
1030,68.39373,0.29986876
1031,76.11701,0.3156469
1032,68.5093,0.2995134
1033,73.05646,0.28815338
1034,66.808975,0.27372298
1035,70.07087,0.2783583
1036,71.45364,0.28390902
1037,73.60543,0.2925514
1038,72.46409,0.29908216
1039,71.05773,0.28197017
1040,72.82334,0.30540764
1041,70.46523,0.2929261
1042,70.162186,0.2649239
1043,74.24937,0.32028505
1044,70.76993,0.30305645
1045,74.20625,0.28127307
1046,67.47852,0.29543424
1047,71.1062,0.2817396
1048,70.77563,0.28318092
1049,72.74624,0.29404965
1050,71.084015,0.30395943
1051,70.94599,0.30741888
1052,69.626854,0.29020086
1053,70.85854,0.29975072
1054,74.97529,0.2839246
1055,68.654945,0.29016355
1056,70.03038,0.28228545
1057,74.4705,0.2886424
1058,68.94353,0.28344488
1059,69.67201,0.2750584
1060,68.42991,0.29046988
1061,68.31655,0.29162577
1062,71.92883,0.27589265
1063,71.536606,0.27854463
1064,73.91055,0.3036634
1065,71.1691,0.28861946
1066,71.8105,0.30717
1067,69.85131,0.31293154
1068,72.83827,0.31111947
1069,68.911125,0.29772884
1070,69.440025,0.29180735
1071,66.09464,0.2844257
1072,77.908226,0.2906262
