,h0,omega_m
120,66.77218,0.28841984
121,62.869484,0.28458953
122,67.14939,0.28659803
123,69.12876,0.30297676
124,68.722176,0.30123985
125,65.3754,0.27371287
126,66.65894,0.2791969
127,68.87182,0.29180148
128,58.60497,0.30462244
129,71.53059,0.29862162
130,65.60752,0.28294688
131,66.86566,0.2802628
132,68.165535,0.26768756
133,65.21983,0.2927607
134,70.50196,0.28347063
135,74.84762,0.25671908
136,60.69524,0.27246213
137,65.269325,0.27297798
138,66.31835,0.29204473
139,72.015495,0.292921
140,59.643017,0.28975263
141,66.615005,0.26859087
142,71.228165,0.2978555
143,66.62935,0.2996113
144,65.33438,0.28788045
145,66.62236,0.26426336
146,63.25742,0.2854791
147,65.137665,0.26859632
148,66.85701,0.28320938
149,69.60519,0.29427028
150,69.68992,0.317821
151,63.716915,0.2954328
152,68.155205,0.3055547
153,66.73022,0.2902286
154,64.38596,0.28586498
155,65.52264,0.297622
156,71.40165,0.2750016
157,73.806046,0.28937322
158,67.047554,0.28516915
159,62.217674,0.2759342
160,65.16453,0.2817318
161,66.31884,0.29291508
162,71.5127,0.29855916
163,61.6725,0.29982242
164,70.68216,0.30134654
165,67.06308,0.29643342
166,68.26058,0.2913117
167,63.658077,0.27632463
168,72.79812,0.27132267
169,61.920074,0.29099867
170,57.534073,0.30640388
171,67.870895,0.2929326
172,66.41369,0.29595956
173,70.13781,0.27713358
174,70.94612,0.29692107
175,66.77344,0.2874798
176,61.248043,0.2659772
177,68.48447,0.2976036
178,59.14783,0.30542147
179,62.023014,0.29623538
180,70.67516,0.29414245
181,67.65267,0.29933858
182,69.86557,0.2740724
183,67.662125,0.29413715
184,67.136314,0.2958199
185,66.339485,0.29880878
186,64.95508,0.29860282
187,62.67082,0.27852768
188,65.45767,0.3047982
189,67.482574,0.2880491
190,64.002594,0.25282297
191,69.58358,0.26437545
192,67.69234,0.28303662
193,71.79742,0.28780776
194,67.60731,0.30282477
195,64.15263,0.29621482
196,71.638245,0.28583297
197,66.291695,0.27995515
198,65.43907,0.27104625
199,70.763275,0.27456018
200,60.48594,0.26476339
201,63.60811,0.28122434
202,65.80545,0.28282815
203,66.90448,0.28848252
204,70.22341,0.29106835
205,67.95615,0.30731705
206,70.50871,0.28371438
207,69.40583,0.2972946
208,69.9575,0.2968287
209,71.19234,0.29133856
210,73.82125,0.29187757
211,64.11207,0.2804001
212,73.36678,0.272112
213,73.69314,0.28552017
214,65.1309,0.2761259
215,69.379265,0.28734902
216,63.558567,0.287546
217,63.201664,0.29280654
218,70.02291,0.2804845
219,66.63546,0.2865525
220,65.03927,0.26880231
221,65.86654,0.28963134
222,62.62442,0.27593675
223,68.11588,0.2749342
224,65.51546,0.2922473
225,65.58019,0.2755484
226,64.11695,0.29282588
227,70.4007,0.27263096
228,66.47742,0.28136548
229,60.415474,0.27664015
230,65.91245,0.28011927
231,69.656364,0.28461227
232,64.13628,0.28939706
233,69.879364,0.2815737
234,66.7907,0.2933392
235,66.36008,0.28280526
236,72.436905,0.2983005
237,63.64453,0.29179344
238,68.67916,0.29198432
239,68.39527,0.29212844
240,67.12259,0.2830864
241,64.357544,0.29327047
242,67.61656,0.28390354
243,66.47245,0.26743177
244,69.35248,0.28149372
245,74.5201,0.29624605
246,64.029,0.28925732
247,65.482185,0.2794616
248,68.593376,0.28745475
249,63.71296,0.2965066
250,62.604435,0.2537868
251,62.77907,0.28982157
252,65.38518,0.29153177
253,64.90562,0.2659816
254,66.90735,0.29475033
255,62.933113,0.28504744
256,68.250244,0.2898306
257,65.651825,0.31112367
258,66.41721,0.2914321
259,64.76034,0.27208382
260,63.38077,0.29040197
261,65.58674,0.26861942
262,65.26309,0.2763418
263,64.720665,0.2975072
264,63.903774,0.2892046
265,62.51378,0.28022924
266,65.37025,0.28902963
267,63.30796,0.29058814
268,64.74785,0.2836361
269,65.50717,0.26011196
270,65.786545,0.29885784
271,71.07478,0.27843934
272,64.75916,0.27746776
273,69.30909,0.29912063
274,68.54138,0.26817837
275,66.52478,0.26832268
276,64.85125,0.26624277
277,65.72384,0.2920905
278,64.547005,0.27189153
279,67.328026,0.2891125
280,66.135704,0.2842816
281,68.101585,0.27968636
282,68.637146,0.29122028
283,61.84971,0.2774301
284,62.70183,0.2889309
285,69.78438,0.2763031
286,64.839714,0.27653092
287,69.15983,0.27326155
288,66.74986,0.28938708
289,68.416725,0.27700153
290,67.202156,0.268062
291,72.30138,0.29385087
292,66.36035,0.30278224
293,60.55418,0.29087257
294,65.36768,0.30121905
295,72.3551,0.29047462
296,63.08285,0.28398952
297,67.37812,0.2696391
298,64.39774,0.28267023
299,72.32901,0.26887345
