,h0,omega_m
572,65.83948,0.27738875
573,62.57106,0.24838416
574,63.340385,0.28521365
575,62.444786,0.2757413
576,63.82914,0.26659778
577,60.153545,0.29991412
578,61.052902,0.27364928
579,62.51806,0.28223416
580,61.803654,0.26984212
581,60.498398,0.28421128
582,60.830074,0.29118818
583,63.52278,0.27862683
584,64.34586,0.29676148
585,67.12366,0.29899415
586,60.86796,0.28558096
587,65.56027,0.28839976
588,64.75997,0.25600272
589,62.435204,0.2560117
590,67.18956,0.28807837
591,65.3293,0.25721207
592,66.08699,0.27654207
593,62.587982,0.285246
594,62.953644,0.2760814
595,59.71812,0.29370093
596,60.28281,0.28988594
597,64.34179,0.27288863
598,60.344105,0.3053632
599,62.4831,0.28106254
600,63.858234,0.272915
601,63.1095,0.28542823
602,59.21619,0.29414394
603,59.96309,0.2729034
604,64.64902,0.29704875
605,64.26444,0.26508942
606,61.391716,0.2649132
607,62.36564,0.28023872
608,58.900433,0.28686398
609,67.97112,0.2709596
610,64.138565,0.28075707
611,64.78219,0.25797018
612,60.596798,0.2904558
613,58.84911,0.27189255
614,64.563965,0.26994154
615,61.48201,0.27417332
616,61.98138,0.27034214
617,63.28435,0.27577096
618,60.545364,0.27376214
619,63.955757,0.2834768
620,63.746353,0.28221837
621,59.271637,0.28105894
622,56.896805,0.28659555
623,64.350426,0.30416963
624,63.180996,0.2746945
625,62.10257,0.29099774
626,64.02521,0.27659202
627,63.216965,0.2956946
628,64.702194,0.28518584
629,62.815357,0.28579333
630,60.783752,0.29721358
631,59.069855,0.28261173
632,59.95717,0.27280876
633,63.05124,0.27649996
634,64.814705,0.2739013
635,64.30829,0.27678838
636,62.522972,0.28912994
637,65.28782,0.28965753
638,60.443302,0.277641
639,64.02683,0.28990954
640,64.61174,0.25327998
641,65.970665,0.2583858
642,60.26132,0.26838475
643,60.63613,0.271658
644,60.449284,0.30061433
645,63.804825,0.26295173
646,63.004448,0.27636462
647,63.017902,0.26673868
648,60.331203,0.275194
649,59.998978,0.26435733
650,63.826447,0.25129652
651,66.15572,0.2950231
652,65.427475,0.282274
653,66.145584,0.26807022
654,63.498207,0.2786529
655,66.518295,0.29476306
656,63.862854,0.26169017
657,66.36454,0.26577672
658,62.446873,0.27229378
659,59.495632,0.29620606
660,58.394836,0.2807514
661,62.049213,0.28128335
662,56.55162,0.2778776
663,65.27092,0.25615996
664,57.968113,0.27036688
665,59.355934,0.2897255
666,65.87129,0.2767464
667,61.90965,0.2656497
668,62.047905,0.261211
669,59.996464,0.28521356
670,58.42823,0.27382264
671,62.029297,0.28801063
672,63.016586,0.26287585
673,61.758015,0.27036044
674,62.282047,0.2737237
675,59.859177,0.29309675
676,62.927177,0.28021607
677,62.084858,0.2887247
678,63.27233,0.29428634
679,62.314976,0.2829049
680,64.037125,0.26296672
681,62.90372,0.28753695
682,60.482986,0.28057626
683,64.646866,0.27718547
684,65.10935,0.2594562
685,60.79682,0.2825747
686,63.952694,0.27735463
687,60.20343,0.27650648
688,59.095062,0.28942654
689,63.613792,0.28256667
690,63.58288,0.28090197
691,63.461433,0.2756411
692,59.19631,0.26767978
693,61.624435,0.2741598
694,64.4961,0.27162057
695,64.5963,0.26971132
696,60.38275,0.2950774
697,63.606556,0.2741106
698,62.480152,0.26739734
699,65.42597,0.25706822
700,59.82351,0.26632667
701,63.58682,0.29898056
702,61.344635,0.26132765
703,61.49098,0.2797963
704,59.30202,0.29610196
705,59.636753,0.26766747
706,62.582645,0.2623694
707,64.335365,0.28238487
708,60.548943,0.2874635
709,59.199215,0.29265708
710,65.4038,0.28463718
711,61.054707,0.27540717
712,65.57162,0.27545294
713,62.372536,0.28955013
714,64.22417,0.30904868
715,64.06563,0.29151616
716,63.846416,0.27179733
717,61.57802,0.30188054
718,63.817646,0.26723626
719,60.64896,0.2685438
720,66.022896,0.26483458
721,66.01026,0.25885275
722,59.55432,0.2827319
723,64.491585,0.3013822
724,64.97698,0.27694613
725,60.402096,0.2731899
726,67.10605,0.27793473
727,63.34075,0.28126648
728,64.037964,0.2829303
729,62.136837,0.27789804
730,64.55319,0.28700975
731,63.485836,0.26214057
732,61.490326,0.28047648
733,62.407867,0.26191908
734,62.53286,0.27189672
735,65.16977,0.26808625
736,62.903427,0.29633915
737,61.812855,0.27562562
738,60.78157,0.2853017
739,59.373775,0.27053246
740,60.47669,0.28480783
741,60.804794,0.30218145
742,58.488934,0.26120135
743,61.90891,0.2822003
744,64.74885,0.28873488
745,63.616215,0.2549579
746,64.26235,0.2746821
747,61.5453,0.26930133
748,61.658875,0.27833593
749,62.422276,0.24064547
750,64.02739,0.2864255
751,62.98983,0.27457726
752,61.425777,0.28403956
753,62.15936,0.28073922
754,65.154335,0.28175318
755,64.17766,0.2700993
756,62.88131,0.26762453
757,64.44567,0.28341225
758,65.11522,0.2756374
759,64.09766,0.29305986
760,62.659504,0.28147623
761,62.23926,0.2856169
762,60.489544,0.25940815
763,61.39917,0.28578663
764,62.760647,0.28350124
765,63.75207,0.2819746
766,63.9653,0.29488462
767,60.310974,0.2656118
768,61.922165,0.27719733
769,65.89205,0.286473
770,60.487133,0.28918195
771,60.35828,0.2784658
772,60.071877,0.29097846
773,61.455402,0.29577756
774,59.409645,0.26416138
775,60.13796,0.27416483
776,64.94794,0.27056456
777,59.997204,0.259914
778,61.867767,0.25476047
779,62.032803,0.2801805
780,65.997185,0.2815661
781,60.023113,0.27987993
782,67.88309,0.2844681
783,67.06126,0.2925642
784,61.396725,0.27443492
785,61.77359,0.26350203
786,62.06749,0.2741118
787,59.406857,0.28345627
788,63.956165,0.29698247
789,62.275772,0.2747497
790,61.40377,0.27014732
791,64.54716,0.27878198
792,62.0062,0.28845266
793,59.86386,0.26784593
794,59.796844,0.28356048
795,60.898,0.2780609
796,61.239063,0.27009884
797,67.628975,0.27810785
798,59.29354,0.2743954
799,61.531357,0.28541693
800,61.897976,0.2600011
801,66.29013,0.27590236
802,64.38927,0.26762894
803,61.828968,0.28144017
804,63.314358,0.28177002
805,63.17633,0.27464008
806,63.14346,0.2673561
807,65.960075,0.27584752
808,60.234753,0.280669
809,60.33713,0.27482784
810,62.71674,0.2689548
811,60.27439,0.2735761
812,64.503105,0.2743339
813,60.52539,0.28102556
814,62.85763,0.29725322
815,62.962696,0.26850408
816,62.741035,0.2817087
817,62.067482,0.28778777
818,61.480488,0.2936083
819,66.06405,0.26936075
820,65.75888,0.26247308
821,64.04103,0.27354077
822,57.697407,0.2606667
823,63.7254,0.27736825
824,60.38155,0.28281623
825,61.59206,0.28206927
826,61.84714,0.29565236
827,62.648605,0.2897079
828,61.86308,0.29118901
829,65.30428,0.26930416
830,61.452393,0.27934158
831,62.27637,0.29452017
832,62.169186,0.28676984
833,61.295605,0.29190952
834,62.438187,0.30010968
835,62.66002,0.29022822
836,64.904236,0.2750551
837,63.999916,0.2612045
838,58.96178,0.27428418
839,59.755997,0.2920085
840,64.50544,0.29386264
841,60.076553,0.26705405
842,64.46393,0.29115656
843,65.30866,0.30842686
844,59.268024,0.26197934
845,61.06399,0.27683568
846,62.267582,0.269503
847,64.013016,0.2594176
848,59.04974,0.28825906
849,63.021057,0.25605434
850,61.137333,0.29194638
851,61.998272,0.28642485
852,61.36891,0.29116893
853,61.60756,0.2806508
854,63.70787,0.29188225
855,65.871346,0.26094055
856,63.22207,0.28347796
857,63.262684,0.2690234
858,64.6766,0.27865267
859,62.46968,0.29412758
860,62.610878,0.27425843
861,62.2843,0.30608884
862,63.312374,0.28427237
863,60.937263,0.27305484
864,61.91056,0.3026171
865,60.55072,0.28338125
866,62.465546,0.27251545
867,63.688747,0.2880778
868,61.39619,0.29020536
869,64.485,0.26334134
870,63.06231,0.2760245
871,57.16391,0.2714875
872,61.42817,0.24768987
873,62.64875,0.27338162
874,65.860275,0.29460558
875,63.95331,0.27539155
876,67.411156,0.29364547
877,65.75248,0.2841518
878,62.97897,0.28497764
879,64.695114,0.2709744
880,62.1384,0.29290146
881,64.44538,0.2777892
882,62.02114,0.28383255
883,61.763645,0.2607816
884,59.93371,0.2863993
885,59.318924,0.2769759
886,62.61833,0.2830476
887,64.06908,0.28548422
888,61.391357,0.2632997
889,68.09443,0.2922393
890,60.031464,0.2832779
891,59.713036,0.28888157
892,64.772354,0.28544915
893,64.67003,0.28157243
894,64.34878,0.26065883
895,62.479675,0.28121313
896,63.340965,0.27440295
897,62.45203,0.28900102
898,61.753136,0.28869584
899,64.10479,0.29023075
900,67.43939,0.2987978
901,64.79866,0.27603623
902,61.781254,0.28986287
903,61.58589,0.26186562
904,63.531372,0.25988132
905,61.30116,0.2843871
906,56.813335,0.2613132
907,61.26735,0.2814854
908,62.12898,0.27305555
909,62.270714,0.27508134
910,62.114605,0.29001763
911,60.6821,0.28687984
912,65.285645,0.2823744
913,60.40464,0.2876094
914,60.248085,0.26057193
915,63.705883,0.26768327
916,60.665092,0.2720256
917,61.567646,0.2992761
918,60.54271,0.2790749
919,64.30495,0.27610818
920,64.344536,0.29703957
921,62.13553,0.29882228
922,63.76691,0.29444253
923,58.92077,0.2670464
924,68.71938,0.2845608
925,61.685963,0.27912125
926,60.364426,0.29433665
927,61.569023,0.2809068
928,60.717014,0.2687468
929,66.15115,0.26234448
930,64.58027,0.2854271
931,61.100048,0.27516866
932,61.892006,0.2823906
933,61.713432,0.26633835
934,63.960106,0.27895686
935,66.24566,0.27220726
936,61.814865,0.2749553
937,61.860966,0.29175627
938,63.08355,0.2882396
939,61.994865,0.274607
940,64.46765,0.28625995
941,62.748936,0.26631147
942,58.783005,0.2822756
943,58.694912,0.28182003
944,62.84832,0.2799097
945,59.906662,0.28953683
946,65.48617,0.28077933
947,62.36592,0.25687566
948,65.78035,0.26983577
949,62.766464,0.283729
950,61.020287,0.30617326
951,63.699406,0.27380282
952,58.380486,0.26526752
953,64.30997,0.278208
954,60.4669,0.25847107
955,60.94119,0.27152443
956,64.791435,0.28369704
957,63.820374,0.2748137
958,63.86186,0.26880893
959,65.90736,0.2913556
960,60.11767,0.29563653
961,64.06178,0.26276428
962,61.225975,0.26989666
963,63.454144,0.27129483
964,64.43421,0.28169766
965,61.817272,0.26700994
966,65.71862,0.27426967
967,62.76183,0.26366973
968,64.118996,0.28906423
969,62.61662,0.27189445
970,64.016525,0.27906024
971,60.82514,0.28040227
972,62.894394,0.27215508
973,62.247116,0.27497548
974,62.99371,0.28935125
975,59.59001,0.2859135
976,64.0278,0.27393556
977,60.611835,0.26858133
978,60.11384,0.27326602
979,61.07909,0.27148932
980,61.66399,0.28864035
981,64.48554,0.28518373
982,64.36728,0.26324263
983,61.722317,0.26203123
984,62.444275,0.30167174
985,61.673485,0.2624414
986,64.76468,0.2606901
987,63.361435,0.28663838
988,64.90504,0.28011513
989,63.374123,0.26753485
990,62.83044,0.28191334
991,63.914257,0.26329422
992,62.848824,0.28303257
993,62.695553,0.2823325
994,63.61433,0.26521286
995,60.774326,0.278234
996,65.43351,0.29104614
997,59.327496,0.26953575
998,60.624447,0.29205626
999,58.566723,0.2935426
