,h0,omega_m
103,67.862854,0.25373065
104,61.106155,0.27205244
105,64.94672,0.26171952
106,59.997757,0.2645453
107,61.29748,0.28862712
108,67.246315,0.27628452
109,67.11309,0.28029302
110,66.586296,0.2766699
111,73.73523,0.25456452
112,62.016026,0.301971
113,64.61779,0.29365605
114,62.618744,0.27380213
115,62.281227,0.2859567
116,68.25309,0.27454546
117,61.525154,0.25982103
118,70.203575,0.26863152
119,61.710968,0.2750854
120,64.32215,0.2948953
121,60.784824,0.27110708
122,66.726814,0.27949858
123,61.03685,0.2759186
124,67.331924,0.28780976
125,66.06695,0.27412066
126,63.793858,0.28235078
127,61.013424,0.25958124
128,65.69603,0.2795037
129,64.1519,0.2741685
130,63.137005,0.28788608
131,60.414215,0.27337947
132,56.988247,0.29505423
133,62.367092,0.27554363
134,63.0464,0.24097008
135,61.22141,0.270152
136,65.05415,0.25415447
137,63.066387,0.274647
138,65.54532,0.27905828
139,62.07474,0.27646354
140,60.533535,0.28227282
141,57.772488,0.27800485
142,61.879383,0.28140333
143,58.1172,0.2831871
144,64.63629,0.27050373
145,62.874302,0.26522198
146,64.74978,0.27407324
147,67.84227,0.2927283
148,62.59092,0.3030961
149,62.11431,0.2688037
150,64.62676,0.28920057
151,65.1787,0.28309533
152,60.908516,0.28821683
153,62.877113,0.2614568
154,62.965263,0.25606444
155,63.14259,0.28330034
156,63.51753,0.27975643
157,62.691494,0.26594317
158,64.635735,0.26769134
159,61.864086,0.27393097
160,70.577644,0.28758958
161,62.897068,0.28633836
162,66.06636,0.28395385
163,59.782986,0.2612457
164,59.194504,0.2828908
165,62.11393,0.27948377
166,62.397903,0.27660847
167,66.85128,0.271988
168,60.57494,0.2619281
169,64.9583,0.3016725
170,66.91951,0.24237296
171,63.904182,0.27244887
172,59.5628,0.2984137
173,64.37835,0.27083418
174,61.882385,0.26942837
175,60.41087,0.26930678
176,68.62951,0.2851713
177,61.3235,0.25767666
178,62.448784,0.27586722
179,63.459324,0.2658381
180,64.72149,0.2716595
181,65.97055,0.25322434
182,68.98126,0.2757764
183,61.033024,0.28744456
184,63.956715,0.27228293
185,61.739838,0.28195345
186,61.204807,0.26310498
187,65.69822,0.2724809
188,62.65441,0.25263155
189,59.713272,0.27125153
190,61.270775,0.254099
191,65.17752,0.2790538
192,64.366844,0.27327374
193,59.820545,0.27952033
194,68.58168,0.2863226
195,67.1922,0.28852627
196,67.59415,0.27919716
197,60.03272,0.2794552
198,65.4466,0.26373032
199,65.01701,0.26252955
200,60.735626,0.28547785
201,60.91586,0.2736031
202,58.498436,0.2884523
203,64.282074,0.26741952
204,65.26755,0.28737086
205,60.62226,0.29391968
206,70.401474,0.27298805
207,59.175144,0.27185595
208,59.419598,0.3082892
209,66.399895,0.2642521
210,58.613308,0.26418236
211,65.44219,0.27386776
212,63.165398,0.282567
213,67.43603,0.27503005
214,65.93636,0.2908935
215,64.1673,0.26743278
216,60.916706,0.2593322
217,61.127384,0.29207534
218,66.69052,0.27539977
219,64.29581,0.2722396
220,66.75877,0.26549935
221,65.8357,0.28180027
222,60.563213,0.27538577
223,65.19056,0.26943108
224,60.55955,0.2942874
225,63.275032,0.2654591
226,67.22644,0.2728246
227,67.62405,0.28325862
228,61.507305,0.2701749
229,64.628006,0.27822644
230,63.591454,0.27843383
231,61.427395,0.26623428
232,63.332058,0.26749456
233,63.72938,0.2614483
234,63.542934,0.2745909
235,65.19889,0.26723766
236,61.586956,0.27124885
237,56.53809,0.27351063
238,64.37267,0.27287066
239,61.273865,0.2800829
240,61.092644,0.27436465
241,65.9238,0.2670785
242,63.283936,0.28022435
243,55.675323,0.28092623
244,56.25424,0.25206652
245,70.955986,0.27088675
246,60.376823,0.26289117
247,61.289013,0.27495104
248,61.446182,0.25366527
249,62.19054,0.25405535
250,62.424393,0.27758062
251,65.990906,0.27346763
252,63.438892,0.26873267
253,68.400734,0.26914474
254,62.583366,0.27693576
255,62.99634,0.24412163
256,65.45574,0.25681746
257,62.543068,0.262659
258,64.26115,0.25293404
259,59.904816,0.27745187
260,63.857857,0.2872137
261,64.25928,0.31251997
262,63.98088,0.28005373
263,66.99072,0.27324173
264,61.95714,0.2560355
265,65.80867,0.25165612
266,61.08973,0.28639305
267,63.475887,0.28545365
268,59.968746,0.26241958
269,66.15748,0.2793856
270,60.470345,0.26459265
271,64.69459,0.26430333
272,70.661224,0.25684708
273,64.61384,0.2825051
274,60.951183,0.277413
275,61.69327,0.27799284
276,70.66872,0.2851505
277,65.978134,0.27497327
278,66.05553,0.2541094
279,66.55871,0.28991842
280,62.899837,0.26604962
281,68.254906,0.29468924
282,65.39026,0.27452528
283,65.68242,0.27816856
284,61.87431,0.26763105
285,67.55021,0.28787968
286,65.10789,0.2703352
287,65.52576,0.27184707
288,58.97196,0.26918727
289,64.99459,0.29057804
290,62.633247,0.28175402
291,55.81478,0.27099335
292,65.64216,0.26163602
293,64.86333,0.28565928
294,67.12281,0.26922342
295,64.63269,0.26913783
296,61.568024,0.2656261
297,69.897934,0.27433664
298,61.759003,0.2847944
299,60.507767,0.28589454
300,59.00764,0.2691667
301,61.344864,0.27674043
302,61.236523,0.2617151
303,66.415764,0.28771248
304,64.37439,0.26445046
305,59.04442,0.28406882
306,60.63402,0.27331108
307,63.56184,0.26711446
308,68.35805,0.29994076
309,64.33567,0.28559977
310,62.602665,0.27528888
311,65.0905,0.27311957
312,57.946304,0.2729281
313,67.78723,0.29066542
314,61.058002,0.25550172
315,63.22592,0.2796947
316,66.064186,0.29076138
317,63.66399,0.28026572
318,63.34838,0.2760013
319,56.959705,0.27738875
320,61.917427,0.2750004
321,61.81813,0.26413697
322,60.32897,0.25134686
323,64.77023,0.27235427
324,59.968098,0.2494611
325,68.00923,0.269252
326,64.1211,0.2731127
327,67.61102,0.28773135
328,66.19693,0.2789757
329,62.95222,0.2971022
330,63.87638,0.27159873
331,61.138268,0.2603544
332,65.32465,0.2635195
333,61.87557,0.2690522
334,62.555695,0.28990632
335,64.39832,0.26767325
336,61.84591,0.29391795
337,63.42705,0.27866927
338,64.3521,0.2738133
339,70.41941,0.28404284
340,62.872337,0.2738608
341,59.791553,0.26449034
342,68.503235,0.27205747
343,60.01444,0.2641235
344,59.574585,0.25155696
345,64.91391,0.2820647
346,62.92519,0.28679657
347,63.885574,0.28598243
348,60.686615,0.28860378
349,71.1665,0.27613053
350,60.061832,0.2758767
351,65.342,0.2923778
352,64.1144,0.29042074
353,63.22636,0.2706028
354,65.68812,0.26802912
355,58.103004,0.27681562
356,61.985397,0.29157373
357,60.550976,0.29229254
358,64.01439,0.2740199
359,64.36384,0.2727311
360,61.192097,0.26327753
361,60.01505,0.26700783
362,59.619736,0.27551317
363,62.837116,0.25378484
364,58.481033,0.28527912
365,62.934135,0.28759655
366,64.942795,0.27260715
367,58.363354,0.27651495
368,63.61203,0.2771367
369,65.34023,0.27123383
370,62.737217,0.27113762
371,61.33807,0.27974883
372,63.438362,0.26469922
373,67.30629,0.25472188
374,67.255295,0.2856203
375,63.341087,0.28772265
376,64.95623,0.2656536
377,62.054512,0.23671179
378,63.407135,0.27599663
379,57.174747,0.25986883
380,69.13633,0.26763725
381,63.817215,0.27725318
382,70.11198,0.28530553
383,64.83554,0.292457
384,61.48685,0.24364002
385,59.870884,0.28137782
386,67.16916,0.27838135
387,64.478195,0.26864064
388,68.84688,0.28500292
389,74.19818,0.2522439
390,64.17883,0.27642044
391,67.01508,0.26950037
392,66.29307,0.28158838
393,68.84276,0.3045685
394,64.36147,0.25952443
395,65.10627,0.27267367
396,68.58713,0.28698367
397,68.49469,0.2566959
398,62.879093,0.2887605
399,62.437096,0.26459885
400,66.62091,0.275246
401,64.532715,0.2888864
402,63.974022,0.28400692
403,61.101585,0.27970445
404,61.962185,0.26031074
405,63.750397,0.27342096
406,52.982002,0.29338154
407,61.502132,0.26433134
408,65.12313,0.2835073
409,59.15531,0.28738147
410,68.33804,0.25863868
411,61.656464,0.2602144
412,65.62137,0.27766567
413,63.679604,0.2871967
414,62.553337,0.25656193
415,58.391796,0.29701126
416,62.312557,0.28933892
417,68.25281,0.26632124
418,66.27236,0.27004847
419,62.01552,0.28212962
420,60.180195,0.28016937
421,65.19782,0.2723146
422,59.39831,0.2981142
423,61.97081,0.25399986
424,64.44323,0.2691891
425,66.56345,0.26554936
426,65.51551,0.28034708
427,63.769848,0.25752553
428,62.880154,0.28830892
429,54.20252,0.2636166
430,64.15704,0.25734258
431,65.63784,0.27821094
432,65.49884,0.24658336
433,62.55636,0.26885223
434,66.71084,0.27055484
435,66.540344,0.27031758
436,66.87684,0.25160366
437,64.02464,0.2657507
438,64.384926,0.27041873
439,61.04465,0.26788667
440,63.059917,0.2664712
441,66.48281,0.27229315
442,63.03993,0.29131326
443,64.63342,0.25542954
444,62.109493,0.2534868
445,66.58062,0.2761038
446,64.28436,0.2734508
447,59.291283,0.26091918
448,61.401592,0.2890689
449,60.817314,0.28084406
450,61.873672,0.26776278
451,59.805634,0.27329612
452,63.090717,0.27079484
453,67.88689,0.26681194
454,60.867733,0.2685742
455,66.86036,0.2734591
456,59.253067,0.27503216
457,61.334984,0.28311536
458,66.44579,0.26103595
459,63.467216,0.2690445
460,65.10966,0.26923943
461,58.312885,0.29821855
462,63.30011,0.2726403
463,62.46884,0.25356373
464,63.627735,0.2828052
465,62.67249,0.2722876
466,59.818096,0.2931219
467,62.268173,0.2735258
468,64.9219,0.28655154
469,57.91235,0.287234
470,66.13762,0.2759433
471,64.74235,0.27731416
472,65.72194,0.2776752
473,67.32951,0.30799556
474,58.114777,0.2776854
475,64.411156,0.2784166
476,59.285946,0.2842648
477,64.7855,0.2797775
478,61.85275,0.25692254
479,65.68529,0.28760898
480,65.602196,0.27031147
481,65.8597,0.2774659
482,58.189587,0.2533298
483,65.34797,0.2856418
484,63.134293,0.2780849
485,59.94505,0.27209398
486,63.34175,0.2836076
487,64.6367,0.29296178
488,64.36736,0.28090248
489,63.02994,0.2845847
490,65.46319,0.2697483
491,61.44142,0.29486406
492,64.29134,0.25719142
493,63.102825,0.283692
494,60.66117,0.27231547
495,64.88513,0.2923579
496,59.090687,0.26820913
497,65.67237,0.28805318
498,59.30392,0.2724843
499,66.52776,0.27747938
